cliente;Atrasos;Resposta;TempoRel;valorFatura;GastosAlim;RegRisc;RendaMensal
11573;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11574;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
11575;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
11576;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
11577;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
11578;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11579;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11580;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
11581;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11582;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
11583;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11584;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11585;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
11586;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11587;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
11588;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11589;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
11590;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11591;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
11592;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11593;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11594;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11595;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
11596;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
11597;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11598;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
11599;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11600;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11601;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
11602;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11603;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
11604;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11605;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11606;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11607;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
11608;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
11609;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
11610;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
11611;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
11612;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
11613;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11614;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
11615;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
11616;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
11617;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11618;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
11619;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
11620;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
11621;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
11622;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
11623;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11624;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11625;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
11626;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
11627;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
11628;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
11629;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
11630;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
11631;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
11632;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
11633;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
11634;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
11635;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11636;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
11637;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
11638;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
11639;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
11640;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
11641;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11642;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
11643;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11644;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11645;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
11646;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11647;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11648;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
11649;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11650;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;2-R$1519 a R$3000
11651;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;IV;3-R$3000 a R$4500
11652;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11653;2-3 a 15 dias;0;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;II;1-Até  R1518
11654;3-15 a 30 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;IV;3-R$3000 a R$4500
11655;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11656;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11657;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;II;4-mais de R$4500
11658;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
11659;3-15 a 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;III;2-R$1519 a R$3000
11660;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
11661;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;3-R$3000 a R$4500
11662;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
11663;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;II;3-R$3000 a R$4500
11664;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11665;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11666;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11667;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;IV;2-R$1519 a R$3000
11668;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;II;1-Até  R1518
11669;1-Até 3 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11670;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11671;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
11672;4-Mais de 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
11673;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;2-10% a 20%;I;4-mais de R$4500
11674;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;1-Até  R1518
11675;2-3 a 15 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11676;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
11677;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
11678;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;IV;4-mais de R$4500
11679;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
11680;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11681;4-Mais de 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
11682;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11683;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
11684;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;3-R$3000 a R$4500
11685;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11686;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
11687;1-Até 3 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
11688;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;2-R$1519 a R$3000
11689;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11690;4-Mais de 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
11691;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;III;2-R$1519 a R$3000
11692;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;IV;1-Até  R1518
11693;3-15 a 30 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;III;2-R$1519 a R$3000
11694;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
11695;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
11696;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;3-R$3000 a R$4500
11697;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;2-10% a 20%;III;1-Até  R1518
11698;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
11699;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;II;1-Até  R1518
11700;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;I;3-R$3000 a R$4500
11701;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;4-mais de R$4500
11702;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
11703;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
11704;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;IV;1-Até  R1518
11705;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;IV;2-R$1519 a R$3000
11706;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11707;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;II;1-Até  R1518
11708;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11709;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;3-R$3000 a R$4500
11710;3-15 a 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;4-30% e mais;I;4-mais de R$4500
11711;4-Mais de 30 dias;1;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;II;1-Até  R1518
11712;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
11713;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;1-Até  R1518
11714;1-Até 3 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;1-Até  R1518
11715;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;2-R$1519 a R$3000
11716;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;I;4-mais de R$4500
11717;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
11718;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
11719;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;4-mais de R$4500
11720;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
11721;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;1-Até  R1518
11722;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
11723;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
11724;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11725;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
11726;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;III;1-Até  R1518
11727;4-Mais de 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;2-R$1519 a R$3000
11728;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
11729;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
11730;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
11731;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
11732;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
11733;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
11734;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
11735;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
11736;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
11737;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
11738;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
11739;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
11740;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
11741;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
11742;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
11743;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
11744;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
11745;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11746;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11747;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
11748;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11749;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
11750;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
11751;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
11752;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11753;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11754;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
11755;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
11756;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
11757;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11758;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11759;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11760;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11761;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11762;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11763;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
11764;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
11765;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
11766;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
11767;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
11768;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
11769;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11770;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
11771;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
11772;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
11773;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
11774;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11775;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
11776;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11777;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
11778;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
11779;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
11780;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
11781;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11782;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11783;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
11784;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11785;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
11786;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11787;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11788;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
11789;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11790;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
11791;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11792;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
11793;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11794;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
11795;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11796;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11797;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11798;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
11799;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
11800;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11801;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
11802;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11803;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11804;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
11805;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11806;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
11807;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11808;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11809;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
